,x [mm],y [mm],v_rms [m/s],u_rms [m/s],u [m/s],v [m/s],case_name,trailing_edge,phi [deg],alpha [deg],U [m/s],z [z/lambda],u_rate_of_change
142,0.0,13.3859649123,0.0894837426767,0.191915882513,19.3844383979,-1.6536724593,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.0515060511048
143,0.0,13.5087719298,0.0880985973071,0.191534589517,19.3907637024,-1.65030216068,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.0491117224826
144,0.0,13.6315789474,0.0868286445987,0.190934210183,19.3967949666,-1.64731899323,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.0494667810447
145,0.0,13.7543859649,0.0855745957867,0.190369678002,19.4028698344,-1.64423641016,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.0515736654703
146,0.0,13.8771929825,0.0841454600353,0.189935618733,19.4092034424,-1.64177318512,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.0531104433046
147,0.0,14.0,0.082928364526,0.189622626144,19.4157257776,-1.63955017072,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.0512953811342
148,0.0,14.1228070175,0.0817397951638,0.189380991347,19.4220252104,-1.63707135327,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.046972313615
149,0.0,14.2456140351,0.0802665931151,0.18925315913,19.4277937401,-1.63422819987,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.0471849246765
150,0.0,14.3684210526,0.0787134061872,0.189121421263,19.43358838,-1.6315399256,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.04382906278
151,0.0,14.4912280702,0.0778208186205,0.189081572885,19.4389708965,-1.62843744141,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.0419197993126
152,0.0,14.6140350877,0.0772197466222,0.188959743915,19.444118942,-1.62498377022,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.0424808412064
153,0.0,14.7368421053,0.0764039208801,0.18869417594,19.4493358874,-1.62156829942,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.0395077678707
154,0.0,14.8596491228,0.0765079520387,0.188507220883,19.4541877185,-1.61855724023,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.0452042011767
155,0.0,14.9824561404,0.0764484345063,0.188492577295,19.4597391117,-1.61595950461,Sr20R21_phi0_alpha0_U20_loc00.dat,serrated,0,0,20,0,0.0474014178179
