,x [mm],y [mm],u_rms [m/s],v_rms [m/s],u [m/s],w,v [m/s],Reynold_stress_uv,case_name,trailing_edge,phi [deg],alpha [deg],U [m/s],z [z/lambda],vorticity_xy,u_rate_of_change,y_plus,u_plus
94,-1.05555555556,1.8313253012,2.00391263301,0.886294721295,8.88791465375,0.10687085572,0.548741552102,-1.94377022169,Sr20R21_phi0_alpha0_U20_loc05_tr.dat,serrated,0,0,20,0.25,-1818.70551146,1.81962705606,63.9807987784,16.7401117556
95,-1.05555555556,2.28915662651,1.97155209311,0.903824929427,9.72099692038,0.0937767005726,0.667716133731,-1.94738203288,Sr20R21_phi0_alpha0_U20_loc05_tr.dat,serrated,0,0,20,0.25,-1715.90902513,1.74931888673,79.975998473,18.3091963821
96,-1.05555555556,2.74698795181,1.97787151074,0.914330023082,10.5218899047,0.0804647357467,0.785565210035,-2.02776188749,Sr20R21_phi0_alpha0_U20_loc05_tr.dat,serrated,0,0,20,0.25,-1695.38334589,1.77095790217,95.9711981676,19.8176534931
97,-1.05555555556,3.20481927711,1.9634707772,0.914584502915,11.3326899081,0.0740571494816,0.905463278865,-2.02119757018,Sr20R21_phi0_alpha0_U20_loc05_tr.dat,serrated,0,0,20,0.25,-1724.3418605,1.82068825351,111.966397862,21.3447701675
98,-1.05555555556,3.66265060241,1.92979992395,0.907605237725,12.1662580241,0.0738428388608,1.01733991152,-1.92737330226,Sr20R21_phi0_alpha0_U20_loc05_tr.dat,serrated,0,0,20,0.25,-1752.68599531,1.80762480243,127.961597557,22.9147698764
99,-1.05555555556,4.12048192771,1.86867048762,0.90241597452,12.9938452831,0.0761172648734,1.12181145382,-1.76412504234,Sr20R21_phi0_alpha0_U20_loc05_tr.dat,serrated,0,0,20,0.25,-1708.96676953,1.72110221344,143.956797251,24.4735048262
100,-1.05555555556,4.57831325301,1.80345369969,0.885064463308,13.7818197904,0.0847606007365,1.22732755812,-1.59587419764,Sr20R21_phi0_alpha0_U20_loc05_tr.dat,serrated,0,0,20,0.25,-1644.5856591,1.67887666496,159.951996946,25.9576303864
101,-1.05555555556,5.03614457831,1.72366681226,0.861377588244,14.550462119,0.0904828956775,1.32826838511,-1.40046941021,Sr20R21_phi0_alpha0_U20_loc05_tr.dat,serrated,0,0,20,0.25,-1601.33617721,1.6387380293,175.947196641,27.4053443869
102,-1.05555555556,5.49397590361,1.62662787811,0.828991324485,15.3007277227,0.090544170022,1.42558808113,-1.20081464479,Sr20R21_phi0_alpha0_U20_loc05_tr.dat,serrated,0,0,20,0.25,-1549.61498213,1.56536019641,191.942396335,28.818446396
103,-1.05555555556,5.95180722892,1.53116889347,0.791092100347,16.017398656,0.0847753673115,1.53340885491,-1.03629248019,Sr20R21_phi0_alpha0_U20_loc05_tr.dat,serrated,0,0,20,0.25,-1471.7772073,1.47907324564,207.93759603,30.1682738845
104,-1.05555555556,6.40963855422,1.41150093355,0.7490972993,16.6945647203,0.0757791997798,1.64586132681,-0.858889055715,Sr20R21_phi0_alpha0_U20_loc05_tr.dat,serrated,0,0,20,0.25,-1382.88359391,1.39076490593,223.932795724,31.4436951767
